int,spec_int,400.perlbench,401.bzip2,403.gcc,429.mcf,445.gobmk,456.hmmer,458.sjeng,462.libquantum,464.h264ref,471.omnetpp,473.astar,483.xalancbmk
fp,spec_fp,410.bwaves,416.gamess,433.milc,434.zeusmp,435.gromacs,436.cactusADM,437.leslie3d,444.namd,447.dealII,450.soplex,453.povray,454.calculix,459.GemsFDTD,465.tonto,470.lbm,481.wrf,482.sphinx3
int,705,999,604,563,425,981,1250,968,446,1430,367,468,807
fp,663,569,1110,301,832,980,861,352,861,1400,402,1480,894,320,822,336,687,500
